1	Theft	theft	n	NNPS	cat-n|gen-m|num-s|pers-3|case-0|vib-|tam-|chunkId-NP|chunkType-head|stype-|voicetype-	5	rs	_	_
13	it	it	P	PRP	cat-P|gen-m|num-s|pers-3|case-0|vib-|tam-|chunkId-NP4|chunkType-head|stype-|voicetype-	12	k2	_	_
14	clearly	clearly	D	RB	cat-D|gen-m|num-s|pers-3|case-0|vib-|tam-|chunkId-ADVP2|chunkType-head|stype-|voicetype-	12	adv	_	_
15	:	'	sym	SYM	cat-|gen-|num-|pers-|case-|vib-|tam-|chunkId-clearly|chunkType-child|stype-|voicetype-	14	child	_	_
16	Yes	yes	I	UH	cat-I|gen-m|num-s|pers-3|case-0|vib-|tam-|chunkId-INTJ|chunkType-head|stype-|voicetype-	19	adv	_	_
17	,	comma	punc	SYM	cat-punc|gen-n|num-s|pers-3|case-0|vib-|tam-|chunkId-Yes|chunkType-child|stype-|voicetype-	16	child	_	_
18	I	I	P	PRP	cat-P|gen-m|num-s|pers-1|case-0|vib-|tam-|chunkId-NP5|chunkType-head|stype-|voicetype-	19	k1	_	_
19	have	have	v	VBP	cat-v|gen-m|num-s|pers-3|case-0|vib-|tam-|chunkId-VG3|chunkType-head|stype-|voicetype-	12	k2	_	_
20	not	not	D	RB	cat-D|gen-m|num-s|pers-3|case-0|vib-|tam-|chunkId-have|chunkType-child|stype-|voicetype-	19	child	_	_
21	designed	design	v	VBN	cat-v|gen-m|num-s|pers-3|case-0|vib-|tam-|chunkId-have|chunkType-child|stype-|voicetype-	19	child	_	_
22	this	this	det	DT	cat-det|gen-m|num-s|pers-3|case-0|vib-|tam-|chunkId-NP6|chunkType-head|stype-|voicetype-	19	k2	_	_
23	outfit	outfit	n	NN	cat-n|gen-m|num-s|pers-3|case-0|vib-|tam-|chunkId-this|chunkType-child|stype-|voicetype-	22	child	_	_
24	myself	myself	P	PRP	cat-P|gen-m|num-s|pers-1|case-0|vib-|tam-|chunkId-NP7|chunkType-head|stype-|voicetype-	18	nmod__emph	_	_
25	.	.	punc	SYM	cat-punc|gen-n|num-s|pers-3|case-0|vib-|tam-|chunkId-myself|chunkType-child|stype-|voicetype-	24	child	_	_

1	Infact	'	rb	RB	cat-|gen-|num-|pers-|case-|vib-|tam-|chunkId-ADVP|chunkType-head|stype-|voicetype-	3	sent-adv	_	_
2	he	he	P	PRP	cat-P|gen-m|num-s|pers-3|case-0|vib-|tam-|chunkId-NP|chunkType-head|stype-|voicetype-	3	k1	_	_
3	had	have	v	VBD	cat-v|gen-m|num-s|pers-3|case-0|vib-|tam-|chunkId-VG|chunkType-head|stype-|voicetype-	0	root	_	_
4	bought	buy	v	VBN	cat-v|gen-m|num-s|pers-3|case-0|vib-|tam-|chunkId-had|chunkType-child|stype-|voicetype-	3	child	_	_
5	it	it	P	PRP	cat-P|gen-m|num-s|pers-3|case-0|vib-|tam-|chunkId-NP2|chunkType-head|stype-|voicetype-	3	k2	_	_
6	from	from	p	IN	cat-p|gen-m|num-s|pers-3|case-0|vib-|tam-|chunkId-PP|chunkType-head|stype-|voicetype-	3	k7p	_	_
7	a	a	det	DT	cat-det|gen-m|num-s|pers-3|case-0|vib-|tam-|chunkId-from|chunkType-child|stype-|voicetype-	6	child	_	_
8	mumbai	'	jj	JJ	cat-|gen-|num-|pers-|case-|vib-|tam-|chunkId-from|chunkType-child|stype-|voicetype-	6	child	_	_
9	shop	shop	n	JJ	cat-n|gen-m|num-s|pers-3|case-0|vib-|tam-|chunkId-from|chunkType-child|stype-|voicetype-	6	child	_	_
10	'	'	sym	SYM	cat-|gen-|num-|pers-|case-|vib-|tam-|chunkId-from|chunkType-child|stype-|voicetype-	6	child	_	_
11	Options	option	n	NNPS	cat-n|gen-m|num-p|pers-3|case-0|vib-|tam-|chunkId-from|chunkType-child|stype-|voicetype-	6	child	_	_
12	'	comma	punc	SYM	cat-punc|gen-n|num-s|pers-3|case-0|vib-|tam-|chunkId-from|chunkType-child|stype-|voicetype-	6	child	_	_
13	for	for	p	IN	cat-p|gen-m|num-s|pers-3|case-0|vib-|tam-|chunkId-PP2|chunkType-head|stype-|voicetype-	3	vmod	_	_
14	8,000	'	cd	CD	cat-|gen-|num-|pers-|case-|vib-|tam-|chunkId-for|chunkType-child|stype-|voicetype-	13	child	_	_
15	rupees	rupee	n	NNS	cat-n|gen-m|num-p|pers-3|case-0|vib-|tam-|chunkId-for|chunkType-child|stype-|voicetype-	13	child	_	_
16	.	.	punc	SYM	cat-punc|gen-n|num-s|pers-3|case-0|vib-|tam-|chunkId-for|chunkType-child|stype-|voicetype-	13	child	_	_

1	He	he	P	PRP	cat-P|gen-m|num-s|pers-3|case-0|vib-|tam-|chunkId-NP|chunkType-head|stype-|voicetype-	2	k1	_	_
2	said	say	v	VBD	cat-v|gen-m|num-s|pers-3|case-0|vib-|tam-|chunkId-VG|chunkType-head|stype-|voicetype-	0	root	_	_
3	:	'	sym	SYM	cat-|gen-|num-|pers-|case-|vib-|tam-|chunkId-said|chunkType-child|stype-|voicetype-	2	child	_	_
4	Actually	actually	D	RB	cat-D|gen-m|num-s|pers-3|case-0|vib-|tam-|chunkId-ADVP|chunkType-head|stype-|voicetype-	6	sent-adv	_	_
5	I	I	P	PRP	cat-P|gen-m|num-s|pers-1|case-0|vib-|tam-|chunkId-NP2|chunkType-head|stype-|voicetype-	6	k1	_	_
6	had	have	v	VBD	cat-v|gen-m|num-s|pers-3|case-0|vib-|tam-|chunkId-VG2|chunkType-head|stype-|voicetype-	2	k2	_	_
7	seen	see	v	VBN	cat-v|gen-m|num-s|pers-3|case-0|vib-|tam-|chunkId-had|chunkType-child|stype-|voicetype-	6	child	_	_
8	it	it	P	PRP	cat-P|gen-m|num-s|pers-3|case-0|vib-|tam-|chunkId-NP3|chunkType-head|stype-|voicetype-	6	k2	_	_
9	worn	worn	v	VBN	cat-v|gen-m|num-s|pers-3|case-0|vib-|tam-|chunkId-VG3|chunkType-head|stype-|voicetype-	8	nmod	_	_
10	by	by	p	IN	cat-p|gen-m|num-s|pers-3|case-0|vib-|tam-|chunkId-PP|chunkType-head|stype-|voicetype-	9	k1	_	_
11	Rani	rani	n	NNP	cat-n|gen-m|num-s|pers-3|case-0|vib-|tam-|chunkId-by|chunkType-child|stype-|voicetype-	10	child	_	_
12	Mukherjee	'	nnp	NNP	cat-|gen-|num-|pers-|case-|vib-|tam-|chunkId-by|chunkType-child|stype-|voicetype-	10	child	_	_
13	in	in	p	IN	cat-p|gen-m|num-s|pers-3|case-0|vib-|tam-|chunkId-PP2|chunkType-head|stype-|voicetype-	6	k7p	_	_
14	a	a	det	DT	cat-det|gen-m|num-s|pers-3|case-0|vib-|tam-|chunkId-in|chunkType-child|stype-|voicetype-	13	child	_	_
15	magazine	magazine	n	NN	cat-n|gen-m|num-s|pers-3|case-0|vib-|tam-|chunkId-in|chunkType-child|stype-|voicetype-	13	child	_	_
16	for	for	p	IN	cat-p|gen-m|num-s|pers-3|case-0|vib-|tam-|chunkId-PP3|chunkType-head|stype-|voicetype-	9	rt	_	_
17	the	the	det	DT	cat-det|gen-m|num-s|pers-3|case-0|vib-|tam-|chunkId-for|chunkType-child|stype-|voicetype-	16	child	_	_
18	promotion	promotion	n	NN	cat-n|gen-m|num-s|pers-3|case-0|vib-|tam-|chunkId-for|chunkType-child|stype-|voicetype-	16	child	_	_
19	of	of	p	IN	cat-p|gen-m|num-s|pers-3|case-0|vib-|tam-|chunkId-PP4|chunkType-head|stype-|voicetype-	16	r6	_	_
20	a	a	det	DT	cat-det|gen-m|num-s|pers-3|case-0|vib-|tam-|chunkId-of|chunkType-child|stype-|voicetype-	19	child	_	_
21	film	film	n	NN	cat-n|gen-m|num-s|pers-3|case-0|vib-|tam-|chunkId-of|chunkType-child|stype-|voicetype-	19	child	_	_
22	.	.	punc	SYM	cat-punc|gen-n|num-s|pers-3|case-0|vib-|tam-|chunkId-of|chunkType-child|stype-|voicetype-	19	child	_	_

1	So	so	D	RB	cat-D|gen-m|num-s|pers-3|case-0|vib-|tam-|chunkId-ADVP|chunkType-head|stype-|voicetype-	3	sent-adv	_	_
2	he	he	P	PRP	cat-P|gen-m|num-s|pers-3|case-0|vib-|tam-|chunkId-NP|chunkType-head|stype-|voicetype-	3	k1	_	_
3	called	call	v	VBD	cat-v|gen-m|num-s|pers-3|case-0|vib-|tam-|chunkId-VG|chunkType-head|stype-|voicetype-	0	root	_	_
4	up	up	particle	RP	cat-particle|gen-m|num-s|pers-3|case-0|vib-|tam-|chunkId-PRT|chunkType-head|stype-|voicetype-	3	pof	_	_
5	the	the	det	DT	cat-det|gen-m|num-s|pers-3|case-0|vib-|tam-|chunkId-NP2|chunkType-head|stype-|voicetype-	3	k2	_	_
6	press	press	n	NN	cat-n|gen-m|num-s|pers-3|case-0|vib-|tam-|chunkId-the|chunkType-child|stype-|voicetype-	5	child	_	_
7	to	to	p	TO	cat-p|gen-m|num-s|pers-3|case-0|vib-|tam-|chunkId-VG2|chunkType-head|stype-|voicetype-	3	rt	_	_
8	make	make	v	VB	cat-v|gen-m|num-s|pers-3|case-0|vib-|tam-|chunkId-to|chunkType-child|stype-|voicetype-	7	child	_	_
9	the	the	det	DT	cat-det|gen-m|num-s|pers-3|case-0|vib-|tam-|chunkId-NP3|chunkType-head|stype-|voicetype-	7	k2	_	_
10	charge	charge	n	NN	cat-n|gen-m|num-s|pers-3|case-0|vib-|tam-|chunkId-the2|chunkType-child|stype-|voicetype-	9	child	_	_
11	.	.	punc	SYM	cat-punc|gen-n|num-s|pers-3|case-0|vib-|tam-|chunkId-the2|chunkType-child|stype-|voicetype-	9	child	_	_

1	Sunit	'	nnp	NNP	cat-|gen-|num-|pers-|case-|vib-|tam-|chunkId-NP|chunkType-head|stype-|voicetype-	2	k1	_	_
2	presented	present	v	VBD	cat-v|gen-m|num-s|pers-3|case-0|vib-|tam-|chunkId-VG|chunkType-head|stype-|voicetype-	0	root	_	_
3	two	two	num	CD	cat-num|gen-m|num-s|pers-3|case-0|vib-|tam-|chunkId-NP2|chunkType-head|stype-|voicetype-	2	k2	_	_
4	photographs	photograph	n	NNS	cat-n|gen-m|num-p|pers-3|case-0|vib-|tam-|chunkId-two|chunkType-child|stype-|voicetype-	3	child	_	_
5	as	as	p	IN	cat-p|gen-m|num-s|pers-3|case-0|vib-|tam-|chunkId-PP|chunkType-head|stype-|voicetype-	2	vmod	_	_
6	evidence	evidence	n	NN	cat-n|gen-m|num-s|pers-3|case-0|vib-|tam-|chunkId-as|chunkType-child|stype-|voicetype-	5	child	_	_
7	,	comma	punc	SYM	cat-punc|gen-n|num-s|pers-3|case-0|vib-|tam-|chunkId-as|chunkType-child|stype-|voicetype-	5	child	_	_
8	in	in	p	IN	cat-p|gen-m|num-s|pers-3|case-0|vib-|tam-|chunkId-PP2|chunkType-head|stype-|voicetype-	11	k7	_	_
9	which	which	det	WDT	cat-det|gen-m|num-s|pers-3|case-0|vib-|tam-|chunkId-in|chunkType-child|stype-|voicetype-	8	child	_	_
10	Rani	rani	n	NNP	cat-n|gen-m|num-s|pers-3|case-0|vib-|tam-|chunkId-NP5|chunkType-head|stype-|voicetype-	11	k1	_	_
11	is	be	v	VBZ	cat-v|gen-m|num-s|pers-3|case-0|vib-|tam-|chunkId-VG2|chunkType-head|stype-|voicetype-	3	nmod__relc	_	_
12	wearing	wear	v	VBG	cat-v|gen-m|num-s|pers-3|case-0|vib-|tam-|chunkId-is|chunkType-child|stype-|voicetype-	11	child	_	_
13	a	a	det	DT	cat-det|gen-m|num-s|pers-3|case-0|vib-|tam-|chunkId-NP6|chunkType-head|stype-|voicetype-	18	ccof	_	_
14	light	light	adj	JJ	cat-adj|gen-m|num-s|pers-3|case-0|vib-|tam-|chunkId-a|chunkType-child|stype-|voicetype-	13	child	_	_
15	blue	blue	n	NN	cat-n|gen-m|num-s|pers-3|case-0|vib-|tam-|chunkId-a|chunkType-child|stype-|voicetype-	13	child	_	_
16	colored	colour	v	VBN	cat-v|gen-m|num-s|pers-3|case-0|vib-|tam-|chunkId-a|chunkType-child|stype-|voicetype-	13	child	_	_
17	top	top	n	NN	cat-n|gen-m|num-s|pers-3|case-0|vib-|tam-|chunkId-a|chunkType-child|stype-|voicetype-	13	child	_	_
18	and	and	Conj	CC	cat-Conj|gen-m|num-s|pers-3|case-0|vib-|tam-|chunkId-CCP|chunkType-head|stype-|voicetype-	11	k2	_	_
19	embroidered	embroider	v	VBN	cat-v|gen-m|num-s|pers-3|case-0|vib-|tam-|chunkId-NP7|chunkType-head|stype-|voicetype-	18	ccof	_	_
20	trousers	trousers	n	NNS	cat-n|gen-m|num-p|pers-3|case-0|vib-|tam-|chunkId-embroidered|chunkType-child|stype-|voicetype-	19	child	_	_
21	.	.	punc	SYM	cat-punc|gen-n|num-s|pers-3|case-0|vib-|tam-|chunkId-embroidered|chunkType-child|stype-|voicetype-	19	child	_	_

1	In	in	p	IN	cat-p|gen-m|num-s|pers-3|case-0|vib-|tam-|chunkId-PP|chunkType-head|stype-|voicetype-	7	k7	_	_
2	the	the	det	DT	cat-det|gen-m|num-s|pers-3|case-0|vib-|tam-|chunkId-In|chunkType-child|stype-|voicetype-	1	child	_	_
3	second	second	adj	JJ	cat-adj|gen-m|num-s|pers-3|case-0|vib-|tam-|chunkId-In|chunkType-child|stype-|voicetype-	1	child	_	_
4	photo	photo	n	NN	cat-n|gen-m|num-s|pers-3|case-0|vib-|tam-|chunkId-In|chunkType-child|stype-|voicetype-	1	child	_	_
5	a	a	det	DT	cat-det|gen-m|num-s|pers-3|case-0|vib-|tam-|chunkId-NP2|chunkType-head|stype-|voicetype-	7	k1	_	_
6	model	model	n	NN	cat-n|gen-m|num-s|pers-3|case-0|vib-|tam-|chunkId-a|chunkType-child|stype-|voicetype-	5	child	_	_
7	was	be	v	VBD	cat-v|gen-m|num-s|pers-1|case-0|vib-|tam-|chunkId-VG|chunkType-head|stype-|voicetype-	12	ccof	_	_
8	wearing	wear	v	VBG	cat-v|gen-m|num-s|pers-3|case-0|vib-|tam-|chunkId-was|chunkType-child|stype-|voicetype-	7	child	_	_
9	the	the	det	DT	cat-det|gen-m|num-s|pers-3|case-0|vib-|tam-|chunkId-NP3|chunkType-head|stype-|voicetype-	7	k2	_	_
10	same	same	adj	JJ	cat-adj|gen-m|num-s|pers-3|case-0|vib-|tam-|chunkId-the2|chunkType-child|stype-|voicetype-	9	child	_	_
11	outfit	outfit	n	NN	cat-n|gen-m|num-s|pers-3|case-0|vib-|tam-|chunkId-the2|chunkType-child|stype-|voicetype-	9	child	_	_
12	and	and	Conj	CC	cat-Conj|gen-m|num-s|pers-3|case-0|vib-|tam-|chunkId-CCP|chunkType-head|stype-|voicetype-	0	root	_	_
13	according	according	p	IN	cat-p|gen-m|num-s|pers-3|case-0|vib-|tam-|chunkId-PP2|chunkType-head|stype-|voicetype-	17	k7	_	_
14	to	to	p	TO	cat-p|gen-m|num-s|pers-3|case-0|vib-|tam-|chunkId-according|chunkType-child|stype-|voicetype-	13	child	_	_
15	Sunit	'	nnp	NNP	cat-|gen-|num-|pers-|case-|vib-|tam-|chunkId-according|chunkType-child|stype-|voicetype-	13	child	_	_
16	he	he	P	PRP	cat-P|gen-m|num-s|pers-3|case-0|vib-|tam-|chunkId-NP5|chunkType-head|stype-|voicetype-	17	k1	_	_
17	had	have	v	VBD	cat-v|gen-m|num-s|pers-3|case-0|vib-|tam-|chunkId-VG2|chunkType-head|stype-|voicetype-	12	ccof	_	_
18	'	'	sym	SYM	cat-|gen-|num-|pers-|case-|vib-|tam-|chunkId-had|chunkType-child|stype-|voicetype-	17	child	_	_
19	Oked	ok	v	JJ	cat-v|gen-m|num-s|pers-3|case-0|vib-|tam-|chunkId-had|chunkType-child|stype-|voicetype-	17	child	_	_
20	'	comma	punc	SYM	cat-punc|gen-n|num-s|pers-3|case-0|vib-|tam-|chunkId-had|chunkType-child|stype-|voicetype-	17	child	_	_
21	this	this	det	DT	cat-det|gen-m|num-s|pers-3|case-0|vib-|tam-|chunkId-NP6|chunkType-head|stype-|voicetype-	17	k2	_	_
22	.	.	punc	SYM	cat-punc|gen-n|num-s|pers-3|case-0|vib-|tam-|chunkId-this|chunkType-child|stype-|voicetype-	21	child	_	_

1	Shantanu	'	nnp	NNP	cat-|gen-|num-|pers-|case-|vib-|tam-|chunkId-NP|chunkType-head|stype-|voicetype-	3	ccof	_	_
2	Goenka	'	nnp	NNP	cat-|gen-|num-|pers-|case-|vib-|tam-|chunkId-Shantanu|chunkType-child|stype-|voicetype-	1	child	_	_
3	and	and	Conj	CC	cat-Conj|gen-m|num-s|pers-3|case-0|vib-|tam-|chunkId-CCP|chunkType-head|stype-|voicetype-	8	k1	_	_
4	Tarun	'	nnp	NNP	cat-|gen-|num-|pers-|case-|vib-|tam-|chunkId-NP2|chunkType-head|stype-|voicetype-	3	ccof	_	_
5	Tahliani	'	nnp	NNP	cat-|gen-|num-|pers-|case-|vib-|tam-|chunkId-Tarun|chunkType-child|stype-|voicetype-	4	child	_	_
6	's	'	pos	POS	cat-|gen-|num-|pers-|case-|vib-|tam-|chunkId-Tarun|chunkType-child|stype-|voicetype-	4	child	_	_
7	controversy	controversy	n	NN	cat-n|gen-m|num-s|pers-3|case-0|vib-|tam-|chunkId-Tarun|chunkType-child|stype-|voicetype-	4	child	_	_
8	is	be	v	VBZ	cat-v|gen-m|num-s|pers-3|case-0|vib-|tam-|chunkId-VG|chunkType-head|stype-|voicetype-	0	root	_	_
9	also	also	D	RB	cat-D|gen-m|num-s|pers-3|case-0|vib-|tam-|chunkId-is|chunkType-child|stype-|voicetype-	8	child	_	_
10	similar	similar	adj	JJ	cat-adj|gen-m|num-s|pers-3|case-0|vib-|tam-|chunkId-ADJP|chunkType-head|stype-|voicetype-	8	k1s	_	_
11	.	.	punc	SYM	cat-punc|gen-n|num-s|pers-3|case-0|vib-|tam-|chunkId-similar|chunkType-child|stype-|voicetype-	10	child	_	_

1	Tarun	'	nn	NN	cat-|gen-|num-|pers-|case-|vib-|tam-|chunkId-NP|chunkType-head|stype-|voicetype-	3	k1	_	_
2	tahliani	'	nns	NNS	cat-|gen-|num-|pers-|case-|vib-|tam-|chunkId-Tarun|chunkType-child|stype-|voicetype-	1	child	_	_
3	is	be	v	VBZ	cat-v|gen-m|num-s|pers-3|case-0|vib-|tam-|chunkId-VG|chunkType-head|stype-|voicetype-	0	root	_	_
4	a	a	det	DT	cat-det|gen-m|num-s|pers-3|case-0|vib-|tam-|chunkId-NP2|chunkType-head|stype-|voicetype-	3	k1s	_	_
5	famous	famous	D	JJ	cat-D|gen-m|num-s|pers-3|case-0|vib-|tam-|chunkId-a|chunkType-child|stype-|voicetype-	4	child	_	_
6	name	name	n	NN	cat-n|gen-m|num-s|pers-3|case-0|vib-|tam-|chunkId-a|chunkType-child|stype-|voicetype-	4	child	_	_
7	in	in	p	IN	cat-p|gen-m|num-s|pers-3|case-0|vib-|tam-|chunkId-PP|chunkType-head|stype-|voicetype-	3	k7	_	_
8	the	the	det	DT	cat-det|gen-m|num-s|pers-3|case-0|vib-|tam-|chunkId-in|chunkType-child|stype-|voicetype-	7	child	_	_
9	fashion	fashion	n	NN	cat-n|gen-m|num-s|pers-3|case-0|vib-|tam-|chunkId-in|chunkType-child|stype-|voicetype-	7	child	_	_
10	world	world	n	NN	cat-n|gen-m|num-s|pers-3|case-0|vib-|tam-|chunkId-in|chunkType-child|stype-|voicetype-	7	child	_	_
11	.	.	punc	SYM	cat-punc|gen-n|num-s|pers-3|case-0|vib-|tam-|chunkId-in|chunkType-child|stype-|voicetype-	7	child	_	_

1	All	all	det	DT	cat-det|gen-m|num-s|pers-3|case-0|vib-|tam-|chunkId-ADVP|chunkType-head|stype-|voicetype-	9	adv	_	_
2	of	of	p	IN	cat-p|gen-m|num-s|pers-3|case-0|vib-|tam-|chunkId-All|chunkType-child|stype-|voicetype-	1	child	_	_
3	a	a	det	DT	cat-det|gen-m|num-s|pers-3|case-0|vib-|tam-|chunkId-All|chunkType-child|stype-|voicetype-	1	child	_	_
4	sudden	sudden	adj	JJ	cat-adj|gen-m|num-s|pers-3|case-0|vib-|tam-|chunkId-All|chunkType-child|stype-|voicetype-	1	child	_	_
5	on	on	p	IN	cat-p|gen-m|num-s|pers-3|case-0|vib-|tam-|chunkId-PP|chunkType-head|stype-|voicetype-	9	k7t	_	_
6	Sunday	sunday	n	NNP	cat-n|gen-m|num-s|pers-3|case-0|vib-|tam-|chunkId-on|chunkType-child|stype-|voicetype-	5	child	_	_
7	his	he	P	PRP$	cat-P|gen-m|num-s|pers-3|case-0|vib-|tam-|chunkId-NP2|chunkType-head|stype-|voicetype-	9	k1	_	_
8	mobile	mobile	adj	JJ	cat-adj|gen-m|num-s|pers-3|case-0|vib-|tam-|chunkId-his|chunkType-child|stype-|voicetype-	7	child	_	_
9	started	start	v	VBD	cat-v|gen-m|num-s|pers-3|case-0|vib-|tam-|chunkId-VG|chunkType-head|stype-|voicetype-	0	root	_	_
10	ringing	ring	v	VBG	cat-v|gen-m|num-s|pers-3|case-0|vib-|tam-|chunkId-started|chunkType-child|stype-|voicetype-	9	child	_	_
11	non-stop	non-stop	D	RB	cat-D|gen-m|num-s|pers-3|case-0|vib-|tam-|chunkId-ADVP2|chunkType-head|stype-|voicetype-	9	adv	_	_
12	.	.	punc	SYM	cat-punc|gen-n|num-s|pers-3|case-0|vib-|tam-|chunkId-non-stop|chunkType-child|stype-|voicetype-	11	child	_	_

1	The	the	det	DT	cat-det|gen-m|num-s|pers-3|case-0|vib-|tam-|chunkId-NP|chunkType-head|stype-|voicetype-	0	root	_	_
2	reason	reason	n	NN	cat-n|gen-m|num-s|pers-3|case-0|vib-|tam-|chunkId-The|chunkType-child|stype-|voicetype-	1	child	_	_
3	:	'	sym	SYM	cat-|gen-|num-|pers-|case-|vib-|tam-|chunkId-The|chunkType-child|stype-|voicetype-	1	child	_	_
4	people	people	n	NNS	cat-n|gen-m|num-p|pers-3|case-0|vib-|tam-|chunkId-NP2|chunkType-head|stype-|voicetype-	5	k1	_	_
5	told	tell	v	VBD	cat-v|gen-m|num-s|pers-3|case-0|vib-|tam-|chunkId-VG|chunkType-head|stype-|voicetype-	1	rs	_	_
6	him	he	P	PRP	cat-P|gen-m|num-s|pers-3|case-0|vib-|tam-|chunkId-NP3|chunkType-head|stype-|voicetype-	5	k4	_	_
7	that	that	Comp	IN	cat-Comp|gen-m|num-s|pers-3|case-0|vib-|tam-|chunkId-CCP|chunkType-head|stype-|voicetype-	5	k2	_	_
8	Shantanu	'	nnp	NNP	cat-|gen-|num-|pers-|case-|vib-|tam-|chunkId-NP4|chunkType-head|stype-|voicetype-	10	k1	_	_
9	Goenka	'	nnp	NNP	cat-|gen-|num-|pers-|case-|vib-|tam-|chunkId-Shantanu|chunkType-child|stype-|voicetype-	8	child	_	_
10	had	have	v	VBD	cat-v|gen-m|num-s|pers-3|case-0|vib-|tam-|chunkId-VG2|chunkType-head|stype-|voicetype-	7	ccof	_	_
11	copied	copy	v	VBN	cat-v|gen-m|num-s|pers-3|case-0|vib-|tam-|chunkId-had|chunkType-child|stype-|voicetype-	10	child	_	_
12	his	he	P	PRP$	cat-P|gen-m|num-s|pers-3|case-0|vib-|tam-|chunkId-NP5|chunkType-head|stype-|voicetype-	10	k2	_	_
13	digital	digital	adj	JJ	cat-adj|gen-m|num-s|pers-3|case-0|vib-|tam-|chunkId-his|chunkType-child|stype-|voicetype-	12	child	_	_
14	print	print	n	NN	cat-n|gen-m|num-s|pers-3|case-0|vib-|tam-|chunkId-his|chunkType-child|stype-|voicetype-	12	child	_	_
15	T	t	n	NNS	cat-n|gen-m|num-s|pers-3|case-0|vib-|tam-|chunkId-his|chunkType-child|stype-|voicetype-	12	child	_	_
16	.	.	punc	SYM	cat-punc|gen-n|num-s|pers-3|case-0|vib-|tam-|chunkId-his|chunkType-child|stype-|voicetype-	12	child	_	_

1	We	I	P	PRP	cat-P|gen-m|num-p|pers-1|case-0|vib-|tam-|chunkId-NP|chunkType-head|stype-|voicetype-	2	k1	_	_
2	should	should	v	MD	cat-v|gen-m|num-s|pers-3|case-0|vib-|tam-|chunkId-VG|chunkType-head|stype-|voicetype-	0	root	_	_
3	mention	mention	v	VB	cat-v|gen-m|num-s|pers-3|case-0|vib-|tam-|chunkId-should|chunkType-child|stype-|voicetype-	2	child	_	_
4	here	here	D	RB	cat-D|gen-m|num-s|pers-3|case-0|vib-|tam-|chunkId-ADVP|chunkType-head|stype-|voicetype-	2	k7	_	_
5	that	that	Comp	IN	cat-Comp|gen-m|num-s|pers-3|case-0|vib-|tam-|chunkId-CCP|chunkType-head|stype-|voicetype-	2	k2	_	_
6	Shantanu	'	nnp	NNP	cat-|gen-|num-|pers-|case-|vib-|tam-|chunkId-NP2|chunkType-head|stype-|voicetype-	8	k1	_	_
7	Goenka	'	nnp	NNP	cat-|gen-|num-|pers-|case-|vib-|tam-|chunkId-Shantanu|chunkType-child|stype-|voicetype-	6	child	_	_
8	is	be	v	VBZ	cat-v|gen-m|num-s|pers-3|case-0|vib-|tam-|chunkId-VG2|chunkType-head|stype-|voicetype-	13	ccof	_	_
9	an	an	det	DT	cat-det|gen-m|num-s|pers-3|case-0|vib-|tam-|chunkId-NP3|chunkType-head|stype-|voicetype-	8	k1s	_	_
10	upcoming	'	jj	JJ	cat-|gen-|num-|pers-|case-|vib-|tam-|chunkId-an|chunkType-child|stype-|voicetype-	9	child	_	_
11	fashion	fashion	n	NN	cat-n|gen-m|num-s|pers-3|case-0|vib-|tam-|chunkId-an|chunkType-child|stype-|voicetype-	9	child	_	_
12	designer	designer	n	NN	cat-n|gen-m|num-s|pers-3|case-0|vib-|tam-|chunkId-an|chunkType-child|stype-|voicetype-	9	child	_	_
13	and	and	Conj	CC	cat-Conj|gen-m|num-s|pers-3|case-0|vib-|tam-|chunkId-CCP2|chunkType-head|stype-|voicetype-	5	ccof	_	_
14	has	have	v	VBZ	cat-v|gen-m|num-s|pers-3|case-0|vib-|tam-|chunkId-VG3|chunkType-head|stype-|voicetype-	13	ccof	_	_
15	started	start	v	VBN	cat-v|gen-m|num-s|pers-3|case-0|vib-|tam-|chunkId-has|chunkType-child|stype-|voicetype-	14	child	_	_
16	out	out	particle	RP	cat-particle|gen-m|num-s|pers-3|case-0|vib-|tam-|chunkId-PRT|chunkType-head|stype-|voicetype-	14	pof	_	_
17	with	with	p	IN	cat-p|gen-m|num-s|pers-3|case-0|vib-|tam-|chunkId-NP4|chunkType-head|stype-|voicetype-	14	ras-k1	_	_
18	this	this	det	DT	cat-det|gen-m|num-s|pers-3|case-0|vib-|tam-|chunkId-with|chunkType-child|stype-|voicetype-	17	child	_	_
19	year	year	n	NN	cat-n|gen-m|num-s|pers-3|case-0|vib-|tam-|chunkId-with|chunkType-child|stype-|voicetype-	17	child	_	_
20	's	'	pos	POS	cat-|gen-|num-|pers-|case-|vib-|tam-|chunkId-with|chunkType-child|stype-|voicetype-	17	child	_	_
21	Lakme	'	nnp	NNP	cat-|gen-|num-|pers-|case-|vib-|tam-|chunkId-with|chunkType-child|stype-|voicetype-	17	child	_	_
22	India	'	nnp	NNP	cat-|gen-|num-|pers-|case-|vib-|tam-|chunkId-with|chunkType-child|stype-|voicetype-	17	child	_	_
23	Fashion	fashion	n	NNP	cat-n|gen-m|num-s|pers-3|case-0|vib-|tam-|chunkId-with|chunkType-child|stype-|voicetype-	17	child	_	_
24	Week	week	n	NNP	cat-n|gen-m|num-s|pers-3|case-0|vib-|tam-|chunkId-with|chunkType-child|stype-|voicetype-	17	child	_	_
